x_1,x_2,y
1.054,0.009,1.163
1.018,0.033,1.080
1.074,0.150,1.188
0.978,-0.015,1.112
0.987,0.063,1.088
1.040,0.059,1.167
0.968,0.147,1.150
1.101,0.087,1.098
1.046,0.052,1.207
1.097,0.059,1.217
0.950,0.046,1.185
1.058,0.031,1.155
1.054,0.085,1.129
1.102,0.127,1.128
0.972,0.122,1.122
1.065,0.026,1.276
1.057,0.013,1.093
1.059,-0.019,1.148
1.100,0.012,1.096
1.095,0.081,1.203
1.085,0.061,1.179
1.014,0.112,1.139
0.950,0.030,1.173
1.089,0.076,1.156
1.125,0.087,1.207
1.144,0.065,1.114
1.046,0.154,1.123
1.120,-0.038,1.182
1.082,0.071,1.204
1.162,0.061,1.234
1.030,0.045,1.137
1.119,0.008,1.141
1.022,0.028,1.218
1.051,0.089,1.268
1.061,0.030,1.130
0.993,0.029,1.215
1.042,0.044,1.190
1.071,0.119,1.255
1.040,0.083,1.186
1.048,0.056,1.190
1.079,0.011,1.105
1.007,0.057,1.124
1.052,0.061,1.192
1.018,-0.093,1.181
1.001,0.167,1.252
1.063,0.100,1.120
1.034,0.154,1.149
1.042,0.084,1.222
1.101,0.043,1.194
1.077,-0.054,1.201
1.078,0.130,1.233
0.966,0.006,1.149
1.037,0.055,1.223
1.099,0.135,1.191
1.095,0.093,1.150
1.001,0.045,1.245
1.057,0.094,1.168
1.080,0.094,1.259
1.063,0.100,1.149
1.141,0.053,1.168
1.051,-0.013,1.173
0.990,-0.017,1.203
1.136,0.069,1.188
1.176,0.083,1.280
1.146,0.090,1.141
1.028,0.039,1.170
1.093,0.029,1.206
1.087,0.103,1.249
1.035,0.114,1.250
1.009,0.038,1.226
1.139,0.164,1.151
1.058,0.077,1.210
1.013,0.016,1.230
1.020,0.064,1.160
1.105,0.115,1.188
1.025,0.100,1.170
1.091,0.057,1.170
1.077,-0.018,1.210
0.971,0.081,1.205
1.075,0.105,1.175
0.968,-0.040,1.205
1.066,0.097,1.197
1.041,0.020,1.223
1.114,0.055,1.214
1.006,0.052,1.172
1.076,0.105,1.229
1.112,0.058,1.361
0.985,0.091,1.127
1.002,0.116,1.156
1.051,0.056,1.145
1.071,0.057,1.170
1.063,0.075,1.137
0.954,0.042,1.237
1.104,0.013,1.286
1.077,0.046,1.295
1.027,0.070,1.235
1.103,0.086,1.289
1.110,0.027,1.294
1.080,0.107,1.231
1.113,0.103,1.224
1.050,0.064,1.234
1.049,0.065,1.242
1.046,0.057,1.136
1.087,0.102,1.256
1.079,0.002,1.218
1.075,-0.002,1.152
1.045,0.133,1.209
1.054,-0.049,1.336
1.161,0.027,1.198
1.096,0.065,1.284
1.037,-0.023,1.247
1.041,-0.025,1.224
1.111,0.119,1.268
1.075,0.054,1.217
1.058,0.051,1.298
1.114,0.103,1.281
1.086,-0.075,1.280
1.056,0.043,1.247
1.069,0.062,1.262
1.078,0.052,1.229
1.016,0.024,1.203
1.103,0.109,1.217
1.040,-0.051,1.247
1.053,-0.019,1.292
1.099,0.073,1.234
1.046,0.177,1.203
1.096,0.092,1.283
0.982,0.064,1.224
1.013,0.068,1.313
0.982,0.048,1.308
1.069,0.096,1.236
1.138,0.018,1.298
1.020,0.084,1.246
1.095,-0.027,1.306
0.994,0.109,1.327
1.136,-0.015,1.254
1.089,0.093,1.320
1.110,0.089,1.346
0.975,-0.039,1.278
1.071,0.039,1.300
0.947,0.063,1.318
1.025,0.137,1.252
1.036,0.011,1.253
1.030,0.011,1.317
1.012,0.071,1.325
1.101,0.062,1.279
1.100,0.111,1.295
1.078,0.053,1.205
1.032,0.082,1.237
1.145,0.144,1.275
1.024,0.082,1.245
1.071,-0.004,1.242
1.175,0.030,1.260
0.967,0.034,1.246
1.005,0.189,1.246
1.107,0.124,1.263
1.075,0.166,1.243
1.125,0.156,1.317
1.026,0.117,1.246
1.060,0.021,1.267
1.085,0.051,1.187
1.036,0.060,1.328
1.019,0.058,1.289
1.074,0.043,1.314
1.005,-0.002,1.313
1.074,0.016,1.310
1.045,0.064,1.223
1.108,0.066,1.330
1.126,0.124,1.312
1.104,0.078,1.339
1.063,0.123,1.380
1.037,0.098,1.258
1.101,0.102,1.295
0.987,0.097,1.223
1.067,0.003,1.372
1.133,0.057,1.208
1.091,0.058,1.349
1.105,0.062,1.248
1.117,0.087,1.267
1.090,0.050,1.294
1.084,0.058,1.314
1.118,0.058,1.371
1.059,0.070,1.222
1.149,0.123,1.393
1.071,0.027,1.322
1.014,0.072,1.402
0.999,-0.037,1.424
1.069,0.084,1.320
1.107,0.073,1.347
1.125,0.165,1.251
1.057,0.061,1.266
0.980,-0.015,1.312
1.131,0.137,1.329
1.068,0.025,1.237
1.073,-0.004,1.308
1.100,0.011,1.311
1.049,0.035,1.274
1.147,-0.010,1.314
1.161,0.079,1.318
1.033,0.110,1.309
1.056,0.081,1.263
1.123,0.048,1.348
1.013,0.105,1.283
1.098,-0.018,1.360
1.051,-0.018,1.347
1.078,0.147,1.358
1.044,0.046,1.379
1.078,0.061,1.282
1.019,0.045,1.353
1.079,0.138,1.364
1.152,-0.011,1.324
1.121,0.018,1.347
1.008,-0.015,1.439
1.069,0.181,1.297
1.045,0.185,1.412
0.995,0.082,1.243
1.110,-0.001,1.399
1.006,0.064,1.274
1.032,0.096,1.328
1.052,0.065,1.304
1.115,0.105,1.447
1.070,0.082,1.421
1.169,0.084,1.243
1.201,0.031,1.391
1.052,0.107,1.286
1.041,0.088,1.380
1.124,0.054,1.362
1.015,-0.054,1.276
1.125,0.046,1.386
1.068,0.020,1.267
1.052,0.139,1.372
1.026,0.134,1.335
1.047,0.134,1.303
1.118,0.136,1.341
1.039,0.109,1.389
1.004,0.053,1.414
1.053,0.093,1.379
1.073,-0.013,1.290
1.044,0.064,1.427
1.132,0.040,1.340
1.080,0.180,1.280
1.053,0.134,1.434
1.117,0.100,1.366
1.092,0.002,1.302
1.139,0.126,1.359
1.069,0.013,1.380
1.156,0.080,1.398
1.119,0.003,1.376
1.092,0.084,1.322
1.011,0.146,1.427
1.118,0.012,1.356
1.110,0.171,1.414
1.141,0.086,1.301
1.021,0.090,1.323
1.108,0.157,1.443
1.053,0.013,1.366
1.069,0.114,1.404
1.055,0.168,1.427
1.238,0.134,1.447
1.077,0.057,1.390
1.178,0.140,1.336
1.083,0.045,1.369
1.004,0.089,1.321
1.121,0.110,1.347
1.094,0.001,1.389
1.033,0.167,1.403
1.143,0.117,1.392
1.061,0.059,1.348
1.061,0.031,1.447
1.027,0.007,1.438
1.119,0.040,1.429
1.076,0.088,1.289
1.063,0.112,1.368
1.172,0.045,1.380
1.085,0.019,1.406
1.073,0.063,1.421
1.088,0.078,1.355
1.009,0.026,1.370
1.048,0.039,1.393
1.092,0.090,1.455
1.062,0.070,1.459
1.129,-0.037,1.394
1.135,0.048,1.441
0.989,0.157,1.433
1.157,0.112,1.392
1.030,0.112,1.393
1.037,0.132,1.353
0.996,0.031,1.439
1.025,0.147,1.459
1.071,0.004,1.420
1.109,0.132,1.409
1.055,0.078,1.440
1.137,0.125,1.493
1.087,0.074,1.483
1.127,0.083,1.445
1.056,0.074,1.363
1.087,0.095,1.392
1.128,0.009,1.469
1.033,0.000,1.336
1.046,0.104,1.441
1.064,0.162,1.439
1.006,0.058,1.504
1.024,0.018,1.363
1.186,-0.005,1.414
1.124,0.104,1.475
1.107,0.110,1.361
1.167,0.070,1.435
1.184,0.094,1.397
0.985,0.115,1.388
1.040,0.060,1.377
1.052,0.027,1.431
1.116,0.084,1.483
1.008,0.055,1.503
0.982,0.172,1.527
1.105,0.026,1.414
1.036,0.101,1.391
1.027,0.124,1.436
1.091,0.143,1.463
1.030,-0.063,1.490
1.177,0.016,1.479
1.058,0.155,1.463
1.052,-0.007,1.416
1.022,0.076,1.466
1.146,0.097,1.536
1.138,0.087,1.452
1.076,0.024,1.423
1.073,0.078,1.512
1.140,0.065,1.474
1.050,0.041,1.377
1.088,0.061,1.557
1.156,0.091,1.410
1.024,-0.021,1.459
1.081,0.027,1.497
1.091,0.047,1.446
1.047,0.143,1.435
1.029,0.090,1.475
1.052,0.125,1.494
1.071,0.058,1.451
1.110,0.031,1.433
1.030,0.143,1.466
0.994,0.059,1.455
1.031,-0.017,1.482
1.154,0.083,1.339
1.133,-0.068,1.451
1.113,0.015,1.530
1.037,-0.035,1.583
1.019,0.144,1.464
1.129,0.025,1.419
1.064,-0.010,1.442
0.989,0.141,1.483
1.051,0.059,1.510
1.165,0.135,1.452
1.047,0.023,1.614
1.094,0.186,1.497
1.030,0.030,1.458
1.061,0.093,1.580
1.027,0.027,1.594
1.087,0.165,1.524
1.061,0.012,1.521
1.204,0.076,1.462
1.011,0.182,1.575
1.122,0.141,1.554
1.151,0.136,1.464
1.110,0.153,1.504
1.057,0.053,1.418
1.113,-0.000,1.512
1.064,0.109,1.535
1.041,0.161,1.465
1.034,-0.012,1.431
1.139,0.034,1.498
1.045,0.065,1.524
1.058,0.049,1.404
1.098,0.104,1.548
1.101,0.134,1.504
1.076,-0.035,1.532
1.127,0.082,1.518
1.063,0.038,1.541
1.071,0.014,1.477
1.066,0.023,1.574
1.117,0.029,1.470
1.129,0.099,1.510
1.051,0.124,1.551
1.068,0.013,1.493
1.150,0.036,1.502
1.064,0.062,1.430
1.055,0.008,1.564
1.203,0.111,1.586
1.052,0.103,1.527
1.047,0.091,1.591
1.055,0.114,1.554
1.021,0.044,1.525
1.045,0.080,1.629
0.969,0.105,1.425
1.042,0.068,1.545
1.030,0.094,1.565
1.122,0.066,1.430
1.141,0.135,1.596
1.111,0.030,1.456
1.100,0.104,1.496
1.074,0.064,1.683
1.080,0.077,1.492
1.050,0.036,1.420
1.114,0.016,1.510
1.043,-0.057,1.604
1.077,0.047,1.511
1.151,0.072,1.485
1.065,0.086,1.487
1.068,0.087,1.611
1.026,0.102,1.527
1.064,0.047,1.511
1.138,0.071,1.602
1.115,0.059,1.523
1.005,0.142,1.532
1.042,0.094,1.466
1.066,0.134,1.394
1.009,0.097,1.524
1.188,0.032,1.530
1.076,0.030,1.547
1.159,-0.040,1.551
1.188,0.019,1.580
1.112,0.096,1.549
1.107,0.129,1.610
1.107,0.024,1.528
1.079,0.128,1.536
1.212,0.083,1.558
1.070,0.061,1.620
1.027,0.092,1.511
1.052,-0.002,1.555
1.106,0.065,1.544
1.117,-0.049,1.487
1.068,0.095,1.581
1.055,-0.039,1.555
1.081,-0.040,1.561
1.152,0.042,1.597
1.044,0.153,1.548
1.141,0.010,1.537
1.015,0.039,1.503
1.063,0.163,1.457
1.076,0.094,1.657
1.125,0.077,1.614
1.154,0.087,1.657
1.086,0.004,1.482
1.064,0.050,1.480
1.090,0.088,1.557
1.100,0.152,1.586
1.119,0.189,1.592
1.027,0.004,1.567
1.190,0.112,1.599
1.095,-0.000,1.641
1.100,0.071,1.581
1.096,0.155,1.575
1.067,0.104,1.566
1.075,0.086,1.515
1.154,-0.006,1.487
1.115,0.070,1.550
1.067,0.080,1.562
1.159,0.056,1.653
1.079,0.011,1.639
1.039,0.065,1.493
1.145,0.097,1.638
1.038,0.186,1.535
1.211,0.091,1.506
1.166,0.074,1.677
1.130,0.127,1.522
1.121,0.157,1.602
1.069,0.082,1.634
1.129,0.194,1.455
1.096,0.119,1.530
1.150,0.024,1.612
1.154,0.064,1.591
1.110,0.184,1.602
1.090,0.032,1.540
1.033,0.205,1.710
1.157,0.157,1.570
1.108,0.083,1.587
1.134,0.040,1.632
1.046,0.141,1.639
1.162,0.069,1.710
1.103,0.202,1.586
1.042,0.103,1.641
1.076,0.070,1.673
1.079,0.057,1.684
1.002,0.053,1.518
1.054,-0.010,1.613
1.014,0.047,1.542
1.163,0.050,1.629
1.004,0.049,1.658
1.115,0.138,1.583
1.110,0.013,1.583
1.088,0.036,1.520
1.060,0.062,1.625
1.172,0.158,1.628
1.102,0.060,1.559
1.016,0.084,1.627
1.144,0.088,1.645
1.094,0.096,1.592
1.167,0.052,1.587
1.019,0.104,1.604
1.072,0.142,1.646
1.175,0.092,1.656
1.056,0.101,1.618
1.038,0.046,1.625
1.160,0.153,1.645
1.216,0.069,1.646
1.113,0.082,1.606
1.089,0.105,1.550
1.113,0.138,1.604
1.127,0.235,1.511
1.066,0.110,1.742
1.110,0.041,1.595
1.128,0.193,1.581
1.018,0.100,1.607
1.134,0.133,1.643
1.088,0.069,1.654
1.117,-0.065,1.615
1.087,0.134,1.588
1.116,0.060,1.673
0.986,0.090,1.652
1.113,0.113,1.722
1.147,0.122,1.643
1.107,0.098,1.634
1.039,-0.020,1.584
1.013,0.026,1.607
1.086,0.162,1.620
1.130,0.033,1.681
1.109,0.099,1.667
1.068,-0.026,1.646
1.080,0.067,1.653
1.059,0.106,1.753
1.046,0.108,1.593
1.173,0.062,1.635
1.082,0.106,1.677
1.239,0.106,1.686
1.027,0.022,1.639
1.019,0.022,1.692
1.113,0.110,1.634
1.077,0.036,1.609
1.075,0.106,1.669
1.122,0.078,1.682
0.991,0.097,1.714
1.072,0.033,1.604
1.094,0.064,1.681
1.041,0.120,1.617
1.098,0.124,1.613
1.227,0.039,1.597
1.153,0.100,1.660
1.087,0.140,1.624
1.154,0.118,1.791
1.001,0.058,1.673
1.172,0.014,1.735
1.135,0.033,1.643
1.099,0.082,1.663
1.135,0.162,1.692
1.065,0.063,1.593
1.069,0.128,1.662
1.159,0.022,1.628
1.049,0.146,1.764
1.015,0.030,1.686
0.985,0.097,1.674
1.024,0.046,1.696
1.130,0.083,1.815
1.107,0.064,1.661
1.136,0.037,1.624
1.000,-0.002,1.616
1.127,0.111,1.576
1.120,0.077,1.720
1.089,0.127,1.713
1.079,0.044,1.787
1.062,0.127,1.752
1.142,0.090,1.702
1.098,-0.050,1.809
1.054,0.097,1.787
1.137,0.101,1.786
1.160,0.088,1.734
1.101,0.052,1.696
1.048,0.184,1.751
1.078,0.149,1.712
1.116,0.085,1.666
1.001,0.152,1.711
1.070,0.099,1.685
1.074,0.123,1.681
1.081,0.080,1.733
0.980,0.039,1.697
1.126,0.076,1.686
1.141,0.093,1.736
1.040,0.151,1.601
1.119,0.124,1.707
1.121,0.097,1.664
1.100,0.222,1.799
1.017,0.045,1.774
1.038,0.129,1.709
1.069,0.142,1.774
1.007,0.149,1.631
1.163,0.079,1.769
1.103,0.018,1.732
1.114,0.092,1.664
1.127,0.102,1.798
1.042,0.069,1.806
1.006,0.070,1.725
1.121,0.097,1.683
1.160,0.092,1.775
1.095,0.139,1.802
1.144,0.084,1.713
1.118,-0.019,1.713
1.137,0.056,1.671
1.091,0.143,1.749
1.193,0.087,1.745
1.120,0.123,1.706
1.055,0.032,1.728
1.020,-0.004,1.684
1.114,0.143,1.725
1.096,0.195,1.771
1.075,0.106,1.738
1.105,0.101,1.617
1.070,0.032,1.671
1.113,0.086,1.823
1.150,0.124,1.717
1.099,0.064,1.695
1.058,0.123,1.817
1.101,0.047,1.691
1.163,0.129,1.853
1.008,0.045,1.703
1.071,0.045,1.757
1.149,0.056,1.729
0.995,0.117,1.690
1.113,0.040,1.770
1.150,0.064,1.737
1.039,0.049,1.810
1.086,0.080,1.831
1.041,0.065,1.666
1.172,0.089,1.773
1.073,0.005,1.652
1.121,0.166,1.746
1.127,0.067,1.812
1.201,0.166,1.688
1.076,0.092,1.773
1.107,0.180,1.731
1.128,0.042,1.814
1.085,0.051,1.729
1.125,0.079,1.735
1.072,0.160,1.800
1.129,-0.018,1.739
1.072,0.100,1.743
1.089,0.028,1.811
1.019,0.092,1.881
1.138,0.090,1.693
1.083,0.052,1.899
1.120,0.137,1.794
1.095,0.062,1.754
1.108,0.171,1.779
1.147,0.120,1.708
0.993,0.098,1.809
1.066,0.059,1.775
1.122,0.076,1.714
1.058,0.101,1.827
1.066,0.056,1.810
1.028,0.106,1.788
1.095,0.081,1.773
1.050,0.134,1.782
1.205,0.122,1.754
1.117,0.121,1.786
1.068,0.114,1.789
1.265,0.136,1.815
1.117,0.070,1.781
1.032,0.190,1.774
1.067,0.095,1.766
1.186,0.148,1.738
1.107,0.050,1.670
1.090,0.126,1.804
1.108,0.072,1.827
1.124,0.086,1.765
1.141,0.129,1.809
1.178,0.197,1.829
1.123,0.060,1.789
1.059,0.118,1.788
1.073,0.098,1.825
1.084,0.004,1.681
1.060,0.099,1.780
1.138,0.018,1.699
1.091,0.125,1.853
0.993,0.137,1.802
1.172,0.153,1.801
1.088,-0.052,1.796
1.027,0.092,1.860
1.109,0.151,1.869
1.038,0.054,1.843
1.121,0.127,1.755
1.145,0.173,1.866
1.039,0.140,1.732
1.124,0.064,1.910
1.160,0.130,1.836
1.029,0.092,1.906
1.101,0.070,1.789
1.105,0.030,1.864
1.035,0.203,1.872
1.111,0.150,1.799
1.043,-0.011,1.863
1.119,0.108,1.894
1.106,0.105,1.840
1.066,0.075,1.912
1.128,0.091,1.782
0.999,0.117,1.828
1.095,0.110,1.792
1.080,0.090,1.853
1.077,0.062,1.725
1.002,0.082,1.886
1.142,0.131,1.826
1.133,0.102,1.925
1.098,0.107,1.808
1.142,0.084,1.847
1.210,0.110,1.764
1.071,0.091,1.878
1.074,0.108,1.888
1.122,0.043,1.745
1.016,0.049,1.878
1.099,0.083,1.811
1.058,0.129,1.945
1.113,0.085,1.747
1.096,0.035,1.817
1.043,0.071,1.835
1.098,0.107,1.797
1.094,0.170,1.980
1.186,0.126,1.808
1.072,0.080,1.898
1.076,0.074,1.797
1.082,0.116,1.832
1.103,0.013,1.839
1.091,0.140,1.833
1.149,0.122,1.828
1.129,0.066,1.894
1.101,0.073,1.905
1.073,0.107,1.959
1.159,0.078,1.791
1.087,0.213,1.850
1.089,0.118,1.825
1.023,0.067,1.840
1.141,0.012,1.931
1.179,0.114,1.752
1.116,0.075,1.974
1.071,0.149,1.857
1.111,0.071,1.805
1.100,0.106,1.847
1.088,0.066,1.832
1.081,0.103,1.862
1.086,0.088,1.743
1.170,0.017,1.837
1.120,0.171,1.894
1.192,0.067,1.933
1.100,0.008,1.864
1.162,0.098,1.917
1.060,0.034,1.924
1.100,0.169,1.911
1.165,0.061,1.917
1.129,0.081,1.841
1.164,0.020,1.876
1.063,0.075,1.859
1.088,0.077,1.915
1.082,0.055,1.886
1.160,0.086,1.816
1.025,0.124,1.829
1.162,0.104,1.873
1.081,0.157,1.907
1.172,0.062,1.815
1.074,0.072,1.887
1.093,0.098,1.873
1.199,0.066,1.851
1.116,0.073,1.820
1.097,0.076,1.938
0.981,0.103,1.924
1.053,0.193,1.850
1.100,0.066,1.917
1.080,0.111,1.913
1.099,0.130,1.831
1.103,0.142,1.913
1.033,0.127,1.905
1.174,0.017,1.970
1.012,0.073,1.891
1.192,0.002,1.930
1.092,0.125,1.944
1.092,0.045,1.923
1.107,0.112,1.950
1.123,0.095,1.847
0.965,0.172,1.958
1.164,0.180,1.895
1.111,0.077,1.907
1.029,0.128,1.912
1.045,0.092,1.815
1.235,0.134,2.003
1.147,0.173,1.851
1.311,0.059,2.020
1.152,0.056,1.936
1.088,0.072,1.833
1.036,0.049,1.945
1.102,0.061,1.934
1.051,0.114,1.934
1.082,0.126,1.867
1.047,0.067,1.965
1.067,0.078,2.060
1.165,0.138,1.896
1.147,0.126,1.915
1.135,0.015,1.915
1.147,0.115,1.936
1.059,0.011,1.936
0.944,0.071,1.944
1.127,0.100,1.982
1.145,0.029,1.953
1.155,0.151,1.894
1.150,0.138,1.970
1.098,0.146,1.885
1.096,0.147,1.934
1.102,0.062,2.007
1.181,0.104,1.965
1.181,-0.010,1.988
1.076,0.134,1.982
1.067,0.173,2.004
1.088,0.112,1.962
1.116,0.014,1.948
1.058,0.114,1.939
1.128,0.066,2.027
1.103,0.014,2.011
1.149,0.122,1.928
1.133,0.048,1.911
1.204,0.136,1.891
1.148,0.151,1.952
1.104,0.111,2.003
1.120,0.155,2.002
1.050,0.079,1.923
1.055,0.038,1.856
1.086,0.008,1.935
1.129,0.122,1.934
1.127,0.115,1.911
1.166,0.133,1.997
1.052,0.120,1.838
1.097,0.060,1.963
1.159,0.092,1.904
1.089,0.113,1.868
1.035,0.093,1.955
1.220,0.134,1.931
1.143,0.043,1.952
1.052,0.111,1.982
1.171,0.044,1.954
1.190,0.099,1.959
1.079,0.087,1.910
1.167,0.058,1.895
1.094,0.107,1.945
1.060,0.042,1.964
1.087,0.118,1.994
1.033,0.055,1.942
1.029,0.097,2.091
1.025,0.105,2.017
1.180,0.116,1.951
1.119,0.152,2.068
1.079,0.094,2.046
1.076,0.140,1.992
1.080,-0.027,2.037
1.017,0.054,2.014
1.052,0.072,1.921
1.187,0.142,1.980
1.134,0.025,1.910
1.134,0.116,1.988
1.153,0.114,1.982
1.184,0.120,1.971
1.136,0.133,1.822
1.050,0.046,1.961
1.064,0.053,1.996
1.106,0.058,2.061
1.060,0.138,1.951
1.067,0.140,2.011
1.050,0.046,2.011
1.096,0.087,2.064
1.102,0.091,2.048
1.090,0.031,1.988
1.043,0.076,1.957
1.027,0.131,2.034
1.102,0.151,2.016
1.141,0.077,2.029
1.141,0.081,2.037
1.121,0.109,2.009
1.157,-0.031,2.057
1.158,0.141,1.977
1.122,0.059,2.045
1.121,0.084,2.060
1.136,0.133,2.079
1.112,0.035,2.034
1.133,0.077,2.087
1.001,0.082,2.016
1.030,0.161,2.100
1.113,0.100,1.993
1.183,0.183,1.952
1.012,0.118,1.956
1.077,0.087,1.959
1.042,0.048,2.008
1.126,0.186,2.032
1.084,0.138,1.937
1.132,0.048,1.973
1.086,0.052,2.012
1.269,0.145,2.077
1.110,0.072,2.027
1.059,0.122,2.002
1.094,0.112,2.040
1.131,0.080,2.068
1.012,0.077,2.116
1.185,0.169,1.989
1.065,0.082,1.975
0.996,0.195,2.028
1.106,0.092,2.101
1.099,0.109,1.997
1.076,0.090,2.023
1.149,0.075,2.129
1.088,0.028,1.957
1.110,0.042,2.023
1.024,0.085,2.123
1.025,0.124,2.006
1.213,0.097,2.076
1.138,0.217,2.051
1.120,0.093,2.025
1.114,0.121,2.010
1.151,0.012,2.144
1.195,0.152,2.153
1.080,0.113,2.089
1.069,0.111,2.076
1.154,0.186,2.028
1.146,0.067,2.010
1.093,0.004,2.014
1.068,0.161,2.014
1.141,0.100,2.066
1.148,0.081,2.142
1.112,0.141,2.070
1.209,0.048,1.987
1.020,0.050,2.122
1.123,0.106,2.056
1.144,0.069,2.083
1.074,0.094,2.052
1.145,0.081,2.054
1.086,0.064,2.061
1.174,0.079,2.045
1.077,0.137,2.056
1.121,0.137,2.086
1.109,0.084,1.946
1.175,0.127,2.164
1.095,0.063,2.025
1.171,0.087,2.022
1.177,0.161,2.077
1.124,0.199,2.020
1.197,0.054,2.055
1.120,0.116,2.151
1.173,0.131,2.015
1.089,0.108,2.139
1.132,0.050,2.010
1.041,0.122,2.051
1.133,0.121,2.135
1.169,0.093,2.087
1.165,0.143,2.049
1.102,0.218,2.005
1.175,0.050,2.028
1.081,0.063,2.095
0.985,0.110,2.114
1.046,0.036,2.091
1.092,0.186,2.001
1.113,0.094,2.075
1.148,0.076,2.135
1.151,0.136,2.125
1.070,0.107,2.033
1.053,0.013,2.045
1.178,0.087,2.099
1.117,0.114,2.188
1.104,0.164,2.056
1.225,0.082,2.090
1.065,0.127,2.122
1.220,0.057,2.035
1.163,-0.028,2.017
1.058,0.113,2.091
1.072,0.084,2.177
1.133,0.093,2.047
1.144,0.111,2.082
1.144,0.103,2.086
1.130,0.065,2.188
1.082,0.084,2.036
1.068,0.099,2.032
1.221,0.081,2.024
1.126,0.045,2.047
1.175,0.163,2.105
1.173,0.169,2.042
1.085,0.086,2.198
1.111,0.045,2.060
1.182,0.235,2.176
1.082,0.164,2.119
1.125,0.129,2.118
1.185,0.096,2.235
1.138,-0.049,2.104
1.032,0.074,2.112
1.205,0.087,2.096
1.140,0.152,2.126
1.114,0.072,2.139
1.193,0.237,2.108
1.086,0.056,2.053
1.127,0.066,2.088
1.150,0.159,2.149
1.148,0.119,2.108
1.159,0.055,2.179
1.033,0.129,2.169
1.071,0.181,2.111
1.136,0.023,2.134
1.195,0.115,2.139
1.045,0.148,2.128
1.195,0.124,2.099
1.182,0.050,2.171
1.077,0.128,2.184
1.112,0.104,2.137
1.160,0.175,2.200
1.125,0.137,2.074
1.182,0.147,2.256
1.099,0.147,2.177
1.129,0.065,2.170
1.086,0.176,2.130
1.161,0.078,2.083
1.157,0.149,2.136
1.122,0.037,2.099
1.209,0.035,2.136
1.245,0.189,2.095
1.096,0.075,2.120
1.155,0.104,2.133
1.161,0.081,2.167
1.114,0.130,2.167
1.165,0.039,2.186
1.088,0.062,2.165
1.014,0.081,2.205
1.146,0.113,2.142
1.127,0.203,2.082
1.103,0.155,1.993
1.146,0.108,2.200
1.103,0.173,2.287
1.148,0.170,2.164
1.096,0.080,2.186
1.185,0.137,2.177
1.033,0.163,2.137
1.234,0.142,2.166
1.114,0.157,2.126
1.098,0.121,2.241
1.153,0.149,2.152
1.093,0.133,2.147
1.124,0.135,2.176
1.068,0.089,2.151
1.133,0.103,2.224
1.097,0.122,2.174
1.181,0.106,2.102
1.146,0.064,2.082
1.149,0.107,2.229
1.071,0.091,2.134
1.180,0.101,2.132
1.096,0.065,2.094
1.066,0.174,2.166
1.178,0.145,2.185
1.225,0.146,2.190
1.082,0.045,2.236
1.075,0.139,2.119
1.112,0.099,2.162
1.156,0.054,2.193
1.074,0.169,2.208
1.083,0.056,2.220
1.048,0.082,2.175
1.129,0.089,2.226
1.085,0.055,2.088
1.058,0.114,2.182
1.098,0.066,2.066
1.131,0.116,2.150
1.191,0.013,2.044
1.140,0.150,2.189
1.091,0.132,2.152
1.166,0.178,2.238
1.210,0.137,2.212
1.164,0.052,2.103
1.113,0.184,2.192
1.128,0.113,2.182
1.186,-0.018,2.159
1.108,0.153,2.159
1.111,0.038,2.183
1.144,0.148,2.125
1.154,0.113,2.217
1.093,0.123,2.147
1.105,0.069,2.154
1.148,0.007,2.215
1.088,-0.049,2.228
1.122,0.141,2.305
1.172,0.130,2.198
1.117,0.117,2.124
1.199,0.127,2.195
0.985,0.149,2.160
1.170,0.124,2.179
1.113,0.059,2.207
1.161,0.152,2.228
1.110,0.071,2.216
1.102,0.136,2.102
1.144,0.114,2.239
1.128,0.078,2.326
1.158,0.095,2.216
1.116,0.124,2.215
1.130,0.057,2.192
1.176,0.117,2.303
1.053,0.139,2.165
1.065,0.174,2.212
1.101,0.089,2.155
1.207,0.055,2.205
1.106,0.097,2.161
1.199,0.092,2.197
1.111,0.109,2.174
1.141,0.123,2.215
1.122,0.132,2.249
1.030,0.026,2.252
1.171,0.103,2.179
1.115,0.090,2.166
1.137,0.102,2.313
1.095,0.140,2.272
1.132,0.158,2.223
1.145,0.059,2.317
1.153,0.158,2.276
1.113,0.194,2.219
1.091,0.065,2.317
0.986,0.211,2.294
1.175,0.126,2.251
1.006,0.090,2.171
1.165,0.175,2.228
1.257,0.151,2.172
1.104,0.094,2.252
1.092,0.106,2.296
1.090,0.135,2.325
1.087,0.203,2.185
1.133,0.121,2.242
1.113,0.091,2.251
1.148,0.138,2.206
1.115,0.090,2.258
1.122,0.092,2.231
1.137,0.205,2.212
1.155,0.157,2.175
1.149,0.107,2.282
1.190,0.039,2.124
1.180,0.100,2.313
1.110,0.075,2.278
1.071,0.028,2.155
1.044,0.128,2.298
1.128,0.189,2.210
1.113,0.215,2.304
1.073,0.147,2.376
1.131,0.162,2.223
1.048,0.131,2.343
1.110,0.098,2.254
1.184,0.123,2.225
1.041,0.097,2.301
1.110,0.090,2.329
1.100,0.142,2.217
1.068,0.157,2.246
1.079,0.102,2.259
1.126,0.080,2.257
1.142,0.064,2.343
1.143,0.083,2.234
1.061,0.086,2.289
1.072,0.133,2.284
1.121,0.087,2.237
1.057,0.111,2.272
1.066,0.174,2.234
